Generation,Timestamp,X-Axis,Y-Axis,Z-Axis,Frequency,
481,"12.648","-0.068","0.0358","9.9656","202.8889",
482,"12.657","-0.0676","0.0357","9.9671","202.6457",
483,"12.738","-0.1006","-0.0245","9.9928","202.2625",
484,"12.743","-0.0718","-0.0198","9.921","202.7667",
485,"12.747","-0.0682","0.0338","9.9659","202.8676",
486,"12.752","-0.0684","0.034","9.9665","202.918",
487,"12.758","-0.0679","0.0341","9.9668","202.6759",
488,"12.85","-0.1101","0.0664","9.9928","202.1942",
489,"12.853","-0.0431","0.0042","9.9649","202.0046",
490,"12.856","-0.0431","0.0808","9.9736","202.4554",
491,"12.858","-0.0679","0.0349","9.9677","202.756",
492,"12.873","-0.0677","0.0345","9.9674","202.806",
493,"12.947","-0.0687","0.0331","9.9676","202.8255",
494,"12.958","-0.0683","0.0338","9.9663","202.6359",
495,"13.051","-0.0383","-0.0293","9.9928","202.4074",
496,"13.054","-0.0698","-0.0389","9.9497","202.8048",
497,"13.058","-0.07","0.0319","9.9638","202.6657",
498,"13.149","-0.091","0.076","10.0407","202.6855",
499,"13.157","-0.0687","0.0319","9.9675","202.5966",
500,"13.245","-0.0814","-0.0054","9.9497","202.8623",
501,"13.256","-0.0708","0.0317","9.9709","202.9115",
502,"13.34","-0.0335","0.076","9.8635","202.1077",
503,"13.343","-0.1006","0.0377","10.3136","202.4013",
504,"13.347","-0.0622","-0.0006","9.9738","202.7928",
